"no","generasi","pertanyaan","pertanyaan_ner","lapis_terjemahan","sql_asli_1baris","sql_dipakai_1baris","error"
"61","v2","sarana distribusi apa saja yang pernah memiliki riwayat tidak memenuhi ketentuan berdasarkan tahun temuannya?","sarana distribusi apa saja yang pernah memiliki riwayat tidak memenuhi ketentuan berdasarkan tahun temuannya?","-","SELECT nama_sarana, sarana, EXTRACT(YEAR FROM tanggal_mulai) AS tahun_temuan FROM mv_pemeriksaan WHERE lower(sarana) = 'distribusi' AND kesimpulan = 'TMK' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY 1, 2;","SELECT nama_sarana, sarana, EXTRACT(YEAR FROM tanggal_mulai) AS tahun_temuan FROM mv_pemeriksaan WHERE lower(sarana) = 'distribusi' AND kesimpulan = 'TMK' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY 1, 2;",""
"62","v2","sarana distribusi kosmetik apa saja yang pernah diperiksa oleh badan pom setiap tahun dari tahun 2020 hingga 2024?","<FACILITY TYPE> apa saja yang pernah diperiksa oleh badan pom setiap tahun dari tahun <YEAR> hingga <YEAR>?","-","SELECT nama_sarana, EXTRACT(YEAR FROM tanggal_mulai) AS tahun FROM mv_pemeriksaan WHERE lower(sarana) = 'distribusi' AND LOWER(komoditi) LIKE '%kosmetik%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY 2;","SELECT nama_sarana, EXTRACT(YEAR FROM tanggal_mulai) AS tahun FROM mv_pemeriksaan WHERE lower(sarana) = 'distribusi' AND LOWER(komoditi) LIKE '%kosmetik%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY 2;",""
"63","v2","sarana distribusi kosmetik apa saja yang pernah diperiksa oleh badan pom?","<FACILITY TYPE> apa saja yang pernah diperiksa oleh <CLASSIFICATION>?","-","SELECT DISTINCT (nama_sarana) FROM mv_pemeriksaan WHERE lower(sarana) = 'distribusi' AND LOWER(komoditi) LIKE '%kosmetik%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED');","SELECT DISTINCT (nama_sarana) FROM mv_pemeriksaan WHERE lower(sarana) = 'distribusi' AND LOWER(komoditi) LIKE '%kosmetik%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED');",""
"64","v2","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang belum dilakukan pemeriksaan dalam periode 2 tahun terakhir?","<FACILITY TYPE>; <CLASSIFICATION>; <CLASSIFICATION> apa saja yang belum dilakukan pemeriksaan dalam periode 2 tahun terakhir?","-","SELECT DISTINCT nama_sarana, komoditi, tanggal_mulai FROM public.mv_pemeriksaan mp WHERE (lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%' OR lower(komoditi) LIKE '%obat kuasi%') AND mp.nama_sarana NOT IN ( SELECT nama_sarana FROM public.mv_pemeriksaan WHERE tanggal_mulai >= NOW() - INTERVAL '2 year' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ) ORDER BY nama_sarana;","SELECT DISTINCT nama_sarana, komoditi, tanggal_mulai FROM public.mv_pemeriksaan mp WHERE (lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%' OR lower(komoditi) LIKE '%obat kuasi%') AND mp.nama_sarana NOT IN ( SELECT nama_sarana FROM public.mv_pemeriksaan WHERE tanggal_mulai >= NOW() - INTERVAL '2 year' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ) ORDER BY nama_sarana;",""
"65","v2","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang memiliki riwayat pemeriksaan tidak memenuhi ketentuan dalam periode tahun 2025?","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang memiliki riwayat pemeriksaan tidak memenuhi ketentuan dalam periode tahun <YEAR>?","-","SELECT DISTINCT mp.nama_sarana, mp.sarana, mp.komoditi FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND lower(kesimpulan) = 'tmk';","SELECT DISTINCT mp.nama_sarana, mp.sarana, mp.komoditi FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND lower(kesimpulan) = 'tmk';",""
"66","v2","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang pernah memproduksi dan mengedarkan obat tradisional; suplemen kesehatan; obat kuasi tie dalam periode tahun 2025?","sarana <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME> apa saja yang pernah memproduksi dan mengedarkan <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME> tie dalam periode tahun <YEAR>?","-","SELECT mp.nama_sarana, mpt.product_name, mp.sarana, mp.komoditi, mpt.tp_kategori FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND lower(tp_kategori) LIKE '%tie%';","SELECT mp.nama_sarana, mpt.product_name, mp.sarana, mp.komoditi, mpt.tp_kategori FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND lower(tp_kategori) LIKE '%tie%';",""
"67","v2","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang tutup dalam periode tahun 2025?","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang tutup dalam periode tahun <YEAR>?","-","SELECT nama_sarana, kesimpulan FROM public.mv_pemeriksaan mp WHERE mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND lower(kesimpulan) = 'ttp' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;","SELECT nama_sarana, kesimpulan FROM public.mv_pemeriksaan mp WHERE mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND lower(kesimpulan) = 'ttp' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;",""
"68","v2","sarana produksi kosmetik apa saja yang belum dilakukan pemeriksaan dalam periode 2 tahun terakhir?","<FACILITY TYPE> apa saja yang belum dilakukan pemeriksaan dalam periode 2 tahun terakhir?","-","SELECT nama_sarana, MAX(tanggal_mulai) AS terakhir_diperiksa FROM mv_pemeriksaan WHERE komoditi ILIKE '%kosmetik%' AND sarana ILIKE 'produksi' GROUP BY nama_sarana HAVING COALESCE(MAX(tanggal_mulai), DATE '-infinity') < (CURRENT_DATE - INTERVAL '2 years') ORDER BY terakhir_diperiksa NULLS FIRST, nama_sarana;","SELECT nama_sarana, MAX(tanggal_mulai) AS terakhir_diperiksa FROM mv_pemeriksaan WHERE komoditi ILIKE '%kosmetik%' AND sarana ILIKE 'produksi' GROUP BY nama_sarana HAVING COALESCE(MAX(tanggal_mulai), DATE '-infinity') < (CURRENT_DATE - INTERVAL '2 years') ORDER BY terakhir_diperiksa NULLS FIRST, nama_sarana;",""
"69","v2","sarana produksi kosmetik apa saja yang memiliki riwayat pemeriksaan tidak memenuhi ketentuan dalam periode tahun 2025?","sarana produksi kosmetik apa saja yang memiliki riwayat pemeriksaan tidak memenuhi ketentuan dalam periode tahun <YEAR>?","-","SELECT mp.sarana, mp.nama_sarana, mpt.product_name, mp.tanggal_mulai, mpt.tp_kategori, mp.kesimpulan FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(komoditi) like '%kosmetik%' AND lower(sarana) like '%produksi%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED');","SELECT mp.sarana, mp.nama_sarana, mpt.product_name, mp.tanggal_mulai, mpt.tp_kategori, mp.kesimpulan FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(komoditi) like '%kosmetik%' AND lower(sarana) like '%produksi%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED');",""
"70","v2","sarana produksi kosmetik apa saja yang pernah memproduksi dan mengedarkan kosmetik tie dalam periode tahun 2025?","sarana produksi kosmetik apa saja yang pernah memproduksi dan mengedarkan <PRODUCT NAME> dalam periode tahun <YEAR>?","-","SELECT mp.sarana, mp.nama_sarana, mpt.product_name, mp.tanggal_mulai, mpt.tp_kategori FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(komoditi) like '%kosmetik%' AND lower(sarana) like '%produksi%' AND lower(mpt.tp_kategori) LIKE '%tie%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED');","SELECT mp.sarana, mp.nama_sarana, mpt.product_name, mp.tanggal_mulai, mpt.tp_kategori FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(komoditi) like '%kosmetik%' AND lower(sarana) like '%produksi%' AND lower(mpt.tp_kategori) LIKE '%tie%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED');",""
"71","v2","sarana produksi kosmetik apa saja yang tutup dalam periode tahun 2025?","sarana produksi kosmetik apa saja yang tutup dalam periode tahun <YEAR>?","-","SELECT nama_sarana, tanggal_mulai, kesimpulan FROM public.mv_pemeriksaan WHERE LOWER(sarana) LIKE '%produksi%' AND LOWER(komoditi) LIKE '%kosmetik%' AND kesimpulan = 'TTP' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;","SELECT nama_sarana, tanggal_mulai, kesimpulan FROM public.mv_pemeriksaan WHERE LOWER(sarana) LIKE '%produksi%' AND LOWER(komoditi) LIKE '%kosmetik%' AND kesimpulan = 'TTP' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;",""
"72","v2","sarana produksi md apa yang paling sering memiliki riwayat tmk?","<FACILITY TYPE> md apa yang paling sering memiliki riwayat tmk?","-","SELECT nama_sarana, jenis_sarana, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(jenis_sarana) LIKE '%pangan md%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3 ORDER BY 4 DESC LIMIT 10;","SELECT nama_sarana, jenis_sarana, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(jenis_sarana) LIKE '%pangan md%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3 ORDER BY 4 DESC LIMIT 10;",""
"73","v2","sebutkan sarana distribusi yang tutup tahun 2025?","sebutkan sarana distribusi yang tutup tahun <YEAR>?","-","SELECT nama_sarana, tanggal_mulai FROM public.mv_pemeriksaan WHERE sarana = 'DISTRIBUSI' AND kesimpulan = 'TTP' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;","SELECT nama_sarana, tanggal_mulai FROM public.mv_pemeriksaan WHERE sarana = 'DISTRIBUSI' AND kesimpulan = 'TTP' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;",""
"74","v2","sebutkan sarana distribusi yang tutup tahun 2025?","sebutkan sarana distribusi yang tutup tahun <YEAR>?","-","SELECT nama_sarana, tanggal_mulai, kesimpulan FROM mv_pemeriksaan WHERE LOWER(sarana) = 'distribusi' AND LOWER(kesimpulan) = 'ttp' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;","SELECT nama_sarana, tanggal_mulai, kesimpulan FROM mv_pemeriksaan WHERE LOWER(sarana) = 'distribusi' AND LOWER(kesimpulan) = 'ttp' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;",""
"75","v2","tampilkan aspek temuan yang berulang dari tahun ke tahun pada sarana dengan nama siloam.","tampilkan aspek temuan yang berulang dari tahun ke tahun pada sarana dengan nama <COMPANY NAME>.","-","SELECT mp.nama_sarana, mp.sarana, mpt.tp_kategori, EXTRACT(YEAR FROM tanggal_mulai) AS tahun, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(nama_sarana) LIKE '%siloam%' GROUP BY 1, 2, 3, 4;","SELECT mp.nama_sarana, mp.sarana, mpt.tp_kategori, EXTRACT(YEAR FROM tanggal_mulai) AS tahun, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(nama_sarana) LIKE '%siloam%' GROUP BY 1, 2, 3, 4;",""
"76","v2","tampilkan daftar sarana dengan hasil tmk berulang lebih dari sekali pada kurun 5 tahun terakhir hingga saat ini pada wilayah kerja balai pom di tangerang","tampilkan daftar <FACILITY TYPE> dengan hasil tmk berulang lebih dari sekali pada kurun 5 tahun terakhir hingga saat ini pada wilayah kerja balai pom di <REGENCY NAME>","-","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, mp.nama_sarana, mp.sarana, kabupaten_kota, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(mp.kabupaten_kota) LIKE '%tangerang%' AND mp.tanggal_mulai >= (CURRENT_DATE - INTERVAL '5 years') GROUP BY 1, 2, 3, 4, 5 HAVING COUNT(*) > 1 ORDER BY 1, 2, 3, 4, 5;","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, mp.nama_sarana, mp.sarana, kabupaten_kota, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(mp.kabupaten_kota) LIKE '%tangerang%' AND mp.tanggal_mulai >= (CURRENT_DATE - INTERVAL '5 years') GROUP BY 1, 2, 3, 4, 5 HAVING COUNT(*) > 1 ORDER BY 1, 2, 3, 4, 5;",""
"77","v2","tampilkan data jumlah pemeriksaan sarana peredaran oleh adiyati pada tahun 2025","tampilkan data jumlah pemeriksaan sarana peredaran oleh adiyati pada tahun <YEAR>","-","SELECT T2.petugas, sarana, COUNT(T1.id) FROM public.mv_pemeriksaan AS T1 INNER JOIN public.mv_pemeriksaan_petugas AS T2 ON T1.id = T2.id_pemeriksaan WHERE LOWER(T1.sarana) like '%distribusi%' AND lower(T2.petugas) LIKE '%adiyati%' AND EXTRACT(YEAR FROM T1.tanggal_mulai) = 2025 GROUP BY 1, 2;","SELECT T2.petugas, sarana, COUNT(T1.id) FROM public.mv_pemeriksaan AS T1 INNER JOIN public.mv_pemeriksaan_petugas AS T2 ON T1.id = T2.id_pemeriksaan WHERE LOWER(T1.sarana) like '%distribusi%' AND lower(T2.petugas) LIKE '%adiyati%' AND EXTRACT(YEAR FROM T1.tanggal_mulai) = 2025 GROUP BY 1, 2;",""
"78","v2","tampilkan data profil jenis sarana yang sudah dilakukan pemeriksaan dari tahun 2025","tampilkan data profil jenis sarana yang sudah dilakukan pemeriksaan dari tahun <YEAR>","-","SELECT mp.jenis_sarana, mp.kesimpulan, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;","SELECT mp.jenis_sarana, mp.kesimpulan, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;",""
"79","v2","tampilkan jenis sarana yang paling banyak diperiksa pada tahun 2025.","tampilkan jenis sarana yang paling banyak diperiksa pada tahun <YEAR>.","-","SELECT sarana, jenis_sarana, count(*) FROM public.mv_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 GROUP BY 1, 2 ORDER BY 3 DESC;","SELECT sarana, jenis_sarana, count(*) FROM public.mv_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 GROUP BY 1, 2 ORDER BY 3 DESC;",""
"80","v2","tampilkan jumlah dan nama sarana distribusi dan pelayanan yang mk/tmk masing-masing upt pada tahun 2025.","tampilkan jumlah dan nama <FACILITY TYPE> yang mk/tmk masing-masing upt pada tahun <YEAR>.","-","SELECT nama_sarana, sarana, kesimpulan, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE (lower(sarana) LIKE '%distribusi%' OR lower(sarana) LIKE '%pelayanan%') AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;","SELECT nama_sarana, sarana, kesimpulan, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE (lower(sarana) LIKE '%distribusi%' OR lower(sarana) LIKE '%pelayanan%') AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;",""
"81","v2","tampilkan jumlah inspeksi rutin kategori mk dan tmk per periode 2025","tampilkan jumlah inspeksi rutin kategori <CLASSIFICATION> dan <CLASSIFICATION> per periode <YEAR>","-","SELECT tujuan_pemeriksaan, mp.kesimpulan, count(*) FROM public.mv_pemeriksaan mp WHERE lower(tujuan_pemeriksaan) LIKE '%rutin%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 GROUP BY 1, 2;","SELECT tujuan_pemeriksaan, mp.kesimpulan, count(*) FROM public.mv_pemeriksaan mp WHERE lower(tujuan_pemeriksaan) LIKE '%rutin%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 GROUP BY 1, 2;",""
"82","v2","tampilkan jumlah nilai temuan produk sarana distribusi pada tahun 2025 dalam rupiah?","tampilkan jumlah nilai temuan produk <PRODUCT NAME> pada tahun <YEAR> dalam rupiah?","-","SELECT mp.sarana, mp.komoditi, mpt.tp_kategori, sum(mpt.tp_harga_total) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(sarana) like '%distribusi%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;","SELECT mp.sarana, mp.komoditi, mpt.tp_kategori, sum(mpt.tp_harga_total) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(sarana) like '%distribusi%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;",""
"83","v2","tampilkan jumlah nilai temuan produk sarana distribusi pada tahun 2025?","tampilkan jumlah nilai temuan produk sarana distribusi pada tahun <YEAR>?","-","SELECT mp.komoditi, mpt.tp_kategori, sum(mpt.tp_harga_total) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(sarana) LIKE '%distribusi%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2;","SELECT mp.komoditi, mpt.tp_kategori, sum(mpt.tp_harga_total) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(sarana) LIKE '%distribusi%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2;",""
"84","v2","tampilkan jumlah sarana produksi kategori mk dan tmk per komoditi, periode, wilayah, dan cakupan upt.","tampilkan jumlah <FACILITY TYPE> kategori <CLASSIFICATION> dan <CLASSIFICATION> per <COMMODITY NAME>, periode, wilayah, dan cakupan upt.","-","SELECT EXTRACT(YEAR FROM mp.tanggal_mulai), sarana, komoditi, kabupaten_kota, kesimpulan, count(nama_sarana) FROM public.mv_pemeriksaan mp WHERE lower(sarana) LIKE '%produksi%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3, 4, 5;","SELECT EXTRACT(YEAR FROM mp.tanggal_mulai), sarana, komoditi, kabupaten_kota, kesimpulan, count(nama_sarana) FROM public.mv_pemeriksaan mp WHERE lower(sarana) LIKE '%produksi%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3, 4, 5;",""
"85","v2","tampilkan jumlah temuan produk sarana distribusi pada tahun 2025?","tampilkan jumlah temuan produk sarana distribusi pada tahun <YEAR>?","-","SELECT mp.komoditi, mpt.tp_kategori, sum(mpt.tp_jml_temuan) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(sarana) LIKE '%distribusi%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2;","SELECT mp.komoditi, mpt.tp_kategori, sum(mpt.tp_jml_temuan) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(sarana) LIKE '%distribusi%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2;",""
"86","v2","tampilkan ketepatan waktu pelaporan sipt oleh balai besar pom di bandung dengan menampilkan data tanggal pemeriksaan dan tanggal kirim data sipt ke pusat yang kurang dari 30 hari kerja dan lebih dari ","tampilkan ketepatan waktu pelaporan sipt oleh <HALL NAME> dengan menampilkan data tanggal pemeriksaan dan tanggal kirim data sipt ke pusat yang kurang dari 30 hari kerja dan lebih dari 30 hari kerja.","-","WITH waktu AS ( SELECT mpl.id_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 3) AS t3, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 4) AS t4 FROM public.mv_pemeriksaan_log AS mpl GROUP BY mpl.id_pemeriksaan ), kerja AS ( SELECT w.id_pemeriksaan, w.t3, w.t4, ( SELECT COUNT(*) FROM generate_series(w.t3::date, w.t4::date - 1, '1 day') AS d(hari) WHERE EXTRACT(DOW FROM hari) BETWEEN 1 AND 5 -- Senin–Jumat ) AS workdays_between FROM waktu w WHERE w.t3 IS NOT NULL AND w.t4 IS NOT NULL AND w.t4::date > w.t3::date ) SELECT k.id_pemeriksaan, mp.nama_upt, mp.nama_sarana, k.t3 AS tanggal_ka_balai, k.t4 AS tanggal_pusat, k.workdays_between FROM kerja k JOIN public.mv_pemeriksaan mp ON mp.id = k.id_pemeriksaan WHERE k.workdays_between > 30 ORDER BY k.id_pemeriksaan;","WITH waktu AS ( SELECT mpl.id_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 3) AS t3, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 4) AS t4 FROM public.mv_pemeriksaan_log AS mpl GROUP BY mpl.id_pemeriksaan ), kerja AS ( SELECT w.id_pemeriksaan, w.t3, w.t4, ( SELECT COUNT(*) FROM generate_series(w.t3::date, w.t4::date - 1, '1 day') AS d(hari) WHERE EXTRACT(DOW FROM hari) BETWEEN 1 AND 5 -- Senin–Jumat ) AS workdays_between FROM waktu w WHERE w.t3 IS NOT NULL AND w.t4 IS NOT NULL AND w.t4::date > w.t3::date ) SELECT k.id_pemeriksaan, mp.nama_upt, mp.nama_sarana, k.t3 AS tanggal_ka_balai, k.t4 AS tanggal_pusat, k.workdays_between FROM kerja k JOIN public.mv_pemeriksaan mp ON mp.id = k.id_pemeriksaan WHERE k.workdays_between > 30 ORDER BY k.id_pemeriksaan;",""
