"no","generasi","pertanyaan","tabel_dipakai","pakai_agregasi","status_sebelum","status_sesudah","baris_hasil","kode_diagnosa","penjelasan_sebab"
"96","v2","tampilkan profil temuan ketidaksesuaian berdasarkan hasil pemeriksaan pada tahun 2025.","mv_pemeriksaan + mv_pemeriksaan_temuan + tanggal_mulai","ya","OK","OK","71","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"97","v2","tampilkan rekapitulasi produktivitas penguji (jumlah parameter per orang) dari tanggal 1 januari 2025 hingga 31 desember 2025.","mv_pemeriksaan_petugas + mpp","ya","OK","OK","1777","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"98","v2","tampilkan riwayat pemeriksaan sarana produksi 'maha siri jaya' pada rentang tahun yang tersedia.","mv_pemeriksaan + mv_pemeriksaan_temuan","tidak","OK","OK","9","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"99","v2","tampilkan sarana distribusi dan pelayanan yang tutup pada periode tahun 2025","mv_pemeriksaan + tanggal_mulai","tidak","OK","OK","125","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"100","v2","tampilkan sarana peredaran yang memiliki riwayat hasil tmk terbanyak di upt dengan nama balai pom di jakarta.","mv_pemeriksaan","ya","OK","OK","979","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"101","v2","tampilkan temuan ketidaksesuaian untuk klausul untuk upt balai besar pom di bandung.","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","26","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"102","v2","tampilkan temuan produk berdasarkan kategori sarana distribusi yang ada di sipt?","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","132","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"103","v2","tampilkan tiga temuan/ketidaksesuaian paling sering ditemui di wilayah kerja bbpom di dki jakarta pada triwulan 1 tahun 2025.","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","7","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"104","v2","tampilkan total nilai keekonomian produk tmk (tie, rusak kedaluwarsa) di balai pom di batam pada tahun 2025.","mv_pemeriksaan + mv_pemeriksaan_temuan + tanggal_mulai","ya","OK","OK","12","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"105","v2","tampilkan total temuan produk dan total nilai temuan pada kategori 'lainnya'.","mv_pemeriksaan_temuan","ya","OK","OK","7","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"106","v2","tampilkan total temuan produk dan total nilai temuan pada kategori bahan berbahaya.","mv_pemeriksaan_temuan","ya","OK","OK","10","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"107","v2","tampilkan total temuan produk dan total nilai temuan pada kategori kedaluarsa.","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","22","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"108","v2","tampilkan total temuan produk dan total nilai temuan pada kategori kedaluarsa.","mv_pemeriksaan_temuan","ya","OK","OK","22","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"109","v2","tampilkan total temuan produk dan total nilai temuan pada kategori lainnya.","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","7","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"110","v2","tampilkan total temuan produk dan total nilai temuan pada kategori tanpa izin edar.","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","50","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"111","v2","tampilkan total temuan produk dan total nilai temuan pada kategori tanpa izin edar.","mv_pemeriksaan_temuan","ya","OK","OK","50","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"112","v2","upt mana saja yang paling banyak melaporkan hasil pemeriksaan sarana produksi yang tmk?","mv_pemeriksaan","ya","OK","OK","10","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"113","v2","upt mana saja yang paling banyak melaporkan hasil pemeriksaan sarana yang tmk?","mv_pemeriksaan","ya","OK","OK","5","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"114","v2","upt mana saja yang sering melaporkan hasil pemeriksaan lebih dari 30 hari kerja dari tanggal pemeriksaan hingga tanggal kirim ka upt?","mv_pemeriksaan_log + generate_series + hari + waktu + kerja + mv_pemeriksaan","ya","OK","OK","13347","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"115","v2","upt manakah yang hasil pemeriksaan tmk sarana produksi md nya paling banyak di tahun 2025?","mv_pemeriksaan + tanggal_mulai","ya","OK","OK","75","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"116","v3","Ada berapa sarana produksi AMDK dengan hasil pemeriksaan TMK di wilayah kerja Balai POM di Bogor pada tahun 2024","mv_pemeriksaan + mv_pemeriksaan_jenis_pangan + mp","ya","OK","OK","1","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"117","v3","analisis jumlah seluruh sarana produksi dan distribusi (tanpa pengulangan nama yang sama) per komoditi produk (obat/oba/sk/kos/po) yang telah diperiksa bpom dalam periode 2025","mv_pemeriksaan + mp","ya","OK","OK","46","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"118","v3","apa temuan/ketidaksesuaian yang paling banyak ditemukan dari hasil pemeriksaan sarana produksi md?","mv_pemeriksaan + mv_pemeriksaan_temuan + tanggal_mulai","ya","OK","OK","6","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"119","v3","apa temuan/ketidaksesuaian yang paling banyak ditemukan pada seluruh sarana distribusi tmk di wilayah kerja balai pom di payakumbuh?","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","8","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"120","v3","bagaimana riwayat pemeriksaan sarana alfamart dalam periode tahun 2024?","mv_pemeriksaan + tanggal_mulai","tidak","OK","OK","583","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"121","v3","bagaimana tren data hasil pengawasan sarana obat tradisional; suplemen kesehatan; obat kuasi dalam periode tahun 2025?","mp + mv_pemeriksaan","ya","OK","OK","246","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"122","v3","bagaimana tren data hasil pengawasan sarana obat tradisional; suplemen kesehatan; obat kuasi yang tidak memenuhi ketentuan berdasarkan kategori temuan (tmk tie/cpotb/cpotb habis/tidak memiliki cpotb) ","tanggal_mulai + mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","281","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"123","v3","bagaimana tren data hasil pengawasan sarana produksi kosmetik (profil hasil pengawasan) di upt balai pom di palembang dalam periode tahun 2024?","mv_pemeriksaan + mp","tidak","OK","OK","1104","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"124","v3","bagaimana tren data hasil pengawasan sarana produksi kosmetik yang memenuhi ketentuan dan tidak memenuhi ketentuan dalam periode tahun 2024?","tanggal_mulai + mv_pemeriksaan","ya","OK","OK","31","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"125","v3","bagaimana tren data hasil pengawasan sarana produksi kosmetik yang tidak memenuhi ketentuan berdasarkan kategori temuan (tmk tie/cpkb/cpkb habis/tidak memiliki cpkb) dalam periode tahun 2025?","tanggal_mulai + mv_pemeriksaan + mv_pemeriksaan_kategori_temuan","ya","OK","OK","22","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"126","v3","bagaimana tren hasil pemeriksaan sarana peredaran sejak tahun 2025","tanggal_mulai + mv_pemeriksaan","ya","OK","OK","53","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"127","v3","bagaimana tren hasil pemeriksaan sarana produksi md dan pirt sejak tahun 2024 hingga 2025?","tanggal_mulai + mv_pemeriksaan","ya","OK","OK","48","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"128","v3","berapa jumlah sarana yang diperiksa dalam rangka kasus di wilayah kerja bbpom di bandung pada tahun 2024?","mv_pemeriksaan + mp","tidak","OK","OK","11","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"129","v3","berapa total sarana yang tutup dan/atau tidak berproduksi saat diperiksa di tahun 2024 di wilayah kerja jakarta utara?","mv_pemeriksaan + tanggal_mulai","tidak","OK","OK","3","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"130","v3","Berdasarkan hasil pemeriksaan selama 2 tahun terakhir, untuk sarana produksi dengan jenis pangan AMDK di seluruh Indonesia 10 temuan yang terbanyak adalah kategori apa?","mv_pemeriksaan + mv_pemeriksaan_jenis_pangan + mp + current_date + mv_pemeriksaan_kategori_temuan + pemeriksaan_amdk","ya","OK","OK","1","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"131","v3","Berikan temuan inspeksi CPOB berdasarkan tingkat pemenuhan CPOB","mv_pemeriksaan + mv_pemeriksaan_temuan","tidak","OK","OK","5","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"132","v3","Berikan tingkat pemenuhan CPOB terhadap seluruh fasilitas produksi pada tahun 2025","mv_pemeriksaan + mp","ya","OK","OK","5","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"133","v3","count pemeriksaan untuk tiap inspektur beserta tujuan dan nama balainya untuk tahun 2025","mv_pemeriksaan_petugas + mpp","ya","OK","OK","5112","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"134","v3","Dari seluruh UPT, sarana produksi MD dengan jenis pangan apa yang paling banyak TMK di tahun 2025?","mv_pemeriksaan_jenis_pangan + mv_pemeriksaan + mp","ya","OK","OK","10","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"135","v3","Jumlah sarana distribusi pada Balai POM di Jakarta tahun 2025 yang memiliki Nomor Notifikasi baik yang memenuhi ketentuan dan tidak memenuhi ketentuan","mv_pemeriksaan + mp","ya","OK","OK","10","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"136","v3","Jumlah sarana distribusi pada Balai POM di Jakarta tahun 2025 yang tidak memiliki Nomor Notifikasi baik yang memenuhi ketentuan dan tidak memenuhi ketentuan","mv_pemeriksaan + mp","ya","OK","OK","27","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"137","v3","Jumlah temuan produk dan nilai temuannya dikategorikan berdasarkan Bahan Berbahaya, TIE, Kedaluarsa, dll","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","99","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"138","v3","merekap jumlah dan nama sarana distribusi dan pelayanan yang Tidak pernah diperiksa dalam kurun waktu 1 tahun terakhir","mv_pemeriksaan","tidak","OK","OK","146493","OK_TAPI_RAKSASA","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah. TAPI hasilnya 146,493 baris tanpa agregasi — jalan, bukan jawaban"
"139","v3","Riwayat kepatuhan CPOB dari Soho Industri Pharmasi dalam periode 2 tahun pengawasan","mv_pemeriksaan","tidak","OK","OK","12","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"140","v3","Sarana BUPN Apa saja yang pernah diperiksa?","mv_pemeriksaan","tidak","OK","OK","1112","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"141","v3","sarana distribusi apa saja yang pernah memiliki riwayat memenuhi ketentuan berdasarkan tahun temuannya?","tanggal_mulai + mv_pemeriksaan","tidak","OK","OK","99586","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"142","v3","sarana distribusi apa saja yang pernah memiliki riwayat tidak memenuhi ketentuan berdasarkan tahun temuannya?","tanggal_mulai + mv_pemeriksaan","tidak","OK","OK","36358","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"143","v3","sarana distribusi kosmetik apa saja yang pernah diperiksa oleh badan pom setiap tahun dari tahun 2020 hingga 2024?","tanggal_mulai + mv_pemeriksaan","tidak","OK","OK","35566","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"144","v3","sarana distribusi kosmetik apa saja yang pernah diperiksa oleh badan pom?","mv_pemeriksaan","tidak","OK","OK","23752","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"145","v3","Sarana Importir apa saja yang pernah diperiksa?","mv_pemeriksaan","tidak","OK","OK","1289","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"146","v3","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang memiliki riwayat pemeriksaan tidak memenuhi ketentuan dalam periode tahun 2025?","mv_pemeriksaan + mv_pemeriksaan_temuan + tanggal_mulai","tidak","OK","OK","4571","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"147","v3","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang pernah memproduksi dan mengedarkan obat tradisional; suplemen kesehatan; obat kuasi tie dalam periode tahun 2025?","mv_pemeriksaan + mv_pemeriksaan_temuan + tanggal_mulai","tidak","OK","OK","26549","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"148","v3","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang Tidak dilakukan pemeriksaan dalam periode 2 tahun terakhir?","mv_pemeriksaan","tidak","OK","OK","11471","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"149","v3","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang tutup dalam periode tahun 2025?","mv_pemeriksaan + tanggal_mulai","tidak","OK","OK","107","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"150","v3","sarana produksi kosmetik apa saja yang memiliki riwayat pemeriksaan tidak memenuhi ketentuan dalam periode tahun 2025?","mv_pemeriksaan + tanggal_mulai","tidak","OK","OK","131","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"151","v3","sarana produksi kosmetik apa saja yang pernah memproduksi dan mengedarkan kosmetik tie dalam periode tahun 2025?","mv_pemeriksaan + mv_pemeriksaan_kategori_temuan + mp","tidak","OK","OK","57","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"152","v3","sarana produksi kosmetik apa saja yang Tidak dilakukan pemeriksaan dalam periode 2 tahun terakhir?","mv_pemeriksaan","ya","OK","OK","607","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"153","v3","sarana produksi kosmetik apa saja yang tutup dalam periode tahun 2025?","mv_pemeriksaan + tanggal_mulai","tidak","OK","OK","4","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"154","v3","sarana produksi md apa yang paling sering memiliki riwayat tmk?","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","10","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"155","v3","sebutkan sarana distribusi yang tutup tahun 2025?","mv_pemeriksaan + tanggal_mulai","tidak","OK","OK","79","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"156","v3","sebutkan sarana distribusi yang tutup tahun 2025?","mv_pemeriksaan + tanggal_mulai","tidak","OK","OK","79","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"157","v3","tampilkan aspek temuan yang berulang dari tahun ke tahun pada sarana dengan nama siloam.","tanggal_mulai + mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","2","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"158","v3","tampilkan daftar sarana dengan hasil tmk berulang lebih dari sekali pada kurun 5 tahun terakhir hingga saat ini pada wilayah kerja balai pom di tangerang","tanggal_mulai + mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","530","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"159","v3","tampilkan data jumlah pemeriksaan sarana peredaran oleh adiyati pada tahun 2025","mv_pemeriksaan + mv_pemeriksaan_petugas + t1","ya","OK","OK","1","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"160","v3","tampilkan data profil jenis sarana yang sudah dilakukan pemeriksaan dari tahun 2025","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","421","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"161","v3","Tampilkan data realisasi inspeksi pada tahun 2025 yang dilaksanakan oleh pusat maupun UPT secara mandiri","mv_pemeriksaan + mp","ya","OK","OK","719","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"162","v3","Tampilkan hasil tingkat kekritisan berdasarkan klasifikasi dan tujuan pemeriksaan","mv_kriteria_pemeriksaan","ya","OK","OK","53","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"163","v3","tampilkan jenis sarana yang paling banyak diperiksa pada tahun 2025.","mv_pemeriksaan + tanggal_mulai","ya","OK","OK","21","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"164","v3","tampilkan jumlah dan nama sarana distribusi dan pelayanan yang mk/tmk masing-masing upt pada tahun 2025.","mv_pemeriksaan + mv_pemeriksaan_temuan + tanggal_mulai","ya","OK","OK","4527","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"165","v3","tampilkan jumlah inspeksi rutin kategori mk dan tmk per periode 2025","mv_pemeriksaan + mp","ya","OK","OK","6","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"166","v3","tampilkan jumlah nilai temuan produk sarana distribusi pada tahun 2025 dalam rupiah?","mv_pemeriksaan + mv_pemeriksaan_temuan + tanggal_mulai","ya","OK","OK","89","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"167","v3","tampilkan jumlah nilai temuan produk sarana distribusi pada tahun 2025?","mv_pemeriksaan + mv_pemeriksaan_temuan + tanggal_mulai","ya","OK","OK","90","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"168","v3","tampilkan jumlah sarana produksi kategori mk dan tmk per komoditi, periode, wilayah, dan cakupan upt.","mp + mv_pemeriksaan","ya","OK","OK","8361","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"169","v3","tampilkan jumlah sarana yang tidak dapat diperiksa di wilayah upt surabaya dan pada tahun 2025","mv_pemeriksaan + tanggal_mulai","tidak","OK","OK","16","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"170","v3","tampilkan jumlah temuan produk sarana distribusi pada tahun 2025?","mv_pemeriksaan + mv_pemeriksaan_temuan + tanggal_mulai","ya","OK","OK","90","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"171","v3","tampilkan jumlah temuan produk tmk (tie, rusak, kedaluwarsa) pada sarana peredaran per wilayah kerja masing-masing upt.","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","388","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"172","v3","tampilkan ketepatan waktu pelaporan sipt oleh balai besar pom di bandung dengan menampilkan data tanggal pemeriksaan dan tanggal kirim data sipt ke pusat yang kurang dari 30 hari kerja dan lebih dari ","mv_pemeriksaan_log + generate_series + hari + waktu + kerja + mv_pemeriksaan","ya","OK","OK","10172","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"173","v3","tampilkan ketepatan waktu pelaporan sipt oleh balai dengan menampilkan data tanggal pemeriksaan dan tanggal kirim data sipt ke pusat yang kurang dari 30 hari kerja dan lebih dari 30 hari kerja untuk b","mv_pemeriksaan_log + generate_series + hari + waktu + kerja + mv_pemeriksaan","ya","OK","OK","6704","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"174","v3","tampilkan merek-merek temuan produk kosmetik pada pemeriksaan tahun 2025 diurutkan berdasarkan temuan yang terbanyak?","mv_pemeriksaan + mv_pemeriksaan_temuan + tanggal_mulai","ya","OK","OK","809","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"175","v3","tampilkan merek-merek temuan produk obat tradisional; suplemen kesehatan; obat kuasi pada pemeriksaan tahun 2025?","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","198","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"176","v3","Tampilkan negara-negara dengan temuan impor pada tahun 2025 negara dengan input text selain indonesia","mv_pemeriksaan_temuan + mv_pemeriksaan + mp","ya","OK","OK","347","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"177","v3","tampilkan perbandingan jumlah sarana mk dibanding jumlah keseluruhan sarana yang diperiksa pada loka pom di kab. belitung pada triwulan i tahun 2025 dalam bentuk angka dan presentase.","mv_pemeriksaan + mp","ya","OK","OK","1","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"178","v3","tampilkan perbandingan jumlah sarana tmk dibanding jumlah keseluruhan sarana yang diperiksa loka pom di kab. belitung pada triwulan i tahun 2025 dalam bentuk angka dan presentase","mv_pemeriksaan + mp","ya","OK","OK","1","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"179","v3","Tampilkan persentase ketepatan grading hasil pemeriksaan di UPT Balai POM di Bogor pada tahun 2025 Grading A -> kesimpulan harus MK Grading B-C -> kesimpulan harus TMK","mv_pemeriksaan + mp + data_grading","ya","OK","OK","3","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"180","v3","tampilkan persentase ketepatan waktu pelaporan hasil pemeriksaan dari upt dengan nama Balai POM di Bogor di tw 1 2025 (syarat : tepat waktu jika pelaporan hasil pemeriksaan maksimal tanggal 15 bulan s","mv_pemeriksaan + mv_pemeriksaan_log + mpl + laporan_q1_2025","ya","OK","OK","1","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"181","v3","Tampilkan persentase ketepatan waktu pelaporan SIPT oleh Balai POM di Bandung","mv_pemeriksaan + data_sipt","ya","OK","OK","2","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"182","v3","tampilkan persentase mk tmk hasil pemeriksaan sarana pangan olahan md untuk tujuan pemeriksaan pemeriksaan rutin dari seluruh upt di tahun 2025 dalam bentuk diagram batang","mv_pemeriksaan + mp","ya","OK","OK","197","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"183","v3","Tampilkan profil kepatuhan pelaku usaha sarana produksi dan distribusi per komoditi untuk tahun 2025","mv_pemeriksaan + mp","ya","OK","OK","50","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"184","v3","tampilkan profil pemeriksaan sarana produksi obat dan makanan selama periode 2025 dalam bentuk tabel dan grafik jumlah sarana produksi mk, tmk, tidak dapat dinilai, tutup per jenis komoditi (obat, oba","tanggal_mulai + mv_pemeriksaan","ya","OK","OK","111","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"185","v3","tampilkan profil temuan ketidaksesuaian berdasarkan hasil pemeriksaan pada tahun 2025.","mv_pemeriksaan + mv_pemeriksaan_temuan + tanggal_mulai","ya","OK","OK","71","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"186","v3","Tampilkan proporsi klasifikasi sarana peredaran yang diperiksa di Balai POM di Bandung","mv_pemeriksaan","ya","OK","OK","5","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"187","v3","Tampilkan realisasi inspeksi sarana distribusi periode pemeriksaan tahun 2025","target_balai + mp + mv_pemeriksaan + current_date + laporan_dikirim + latest_target_year","ya","OK","OK","410","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"188","v3","tampilkan rekapitulasi produktivitas penguji (jumlah parameter per orang) dari tanggal 1 januari 2025 hingga 31 desember 2025.","mv_pemeriksaan_petugas + mpp","ya","OK","OK","1777","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"189","v3","Tampilkan riwayat pemenuhan CPOB untuk harsen laboratories","mv_pemeriksaan","tidak","OK","OK","17","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"190","v3","tampilkan riwayat pemeriksaan sarana produksi 'maha siri jaya' pada rentang tahun yang tersedia.","mv_pemeriksaan + mv_pemeriksaan_temuan","tidak","OK","OK","9","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"191","v3","tampilkan sarana distribusi dan pelayanan yang tutup pada periode tahun 2025","mv_pemeriksaan + tanggal_mulai","tidak","OK","OK","125","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"192","v3","tampilkan sarana peredaran yang memiliki riwayat hasil tmk terbanyak di upt dengan nama balai pom di jakarta.","mv_pemeriksaan","ya","OK","OK","979","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"193","v3","Tampilkan sarana produksi TMK pada tiga tahun terakhir di wilayah kerja Balai POM di Pangkalpinang beserta tindak lanjut masing-masing sarana","mv_pemeriksaan","tidak","OK","OK","23","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"194","v3","tampilkan temuan ketidaksesuaian untuk klausul untuk upt balai besar pom di bandung.","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","26","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"195","v3","tampilkan temuan produk berdasarkan kategori sarana distribusi yang ada di sipt?","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","132","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
